Log file open, 12/09/22 15:27:18
[2022.12.09-20.38.35:693][479]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/0/Z0/SDO6T5HIB7O50OBHISZCIX.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.09-20.38.35:693][479]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/1/9R/JT69U2ZIH2ZJJUXUASV0F0.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.09-20.38.35:693][479]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/1/BZ/AQH36VQUL6RRNO1G8N89X8.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.09-20.38.35:693][479]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/1/MS/53FFO8N8QMR5EZSU2BXG3T.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.09-20.38.35:693][479]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/2/1T/ZL0Y1EEN97U5ZPYDIC5SAL.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.09-20.38.35:693][479]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/2/4V/V25VGP3M2HPQ1P7Y76DI4R.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.09-20.38.35:693][479]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/2/8A/NXI3LY5DSH0JCF4MEEBM4X.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.09-20.38.35:693][479]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/2/DZ/XTTNN5AZ8XZMSVE9GQR3TC.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.09-20.38.35:693][479]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/2/JA/4Y1UNG2T4GPFYJ7KPEDYVV.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.09-20.38.35:693][479]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/2/YK/NH0RQ83YOTSLK0KQ86IP4N.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.09-20.38.35:693][479]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/3/8P/VNJEVDB5K2D6L9KMNKBN6A.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.09-20.38.35:693][479]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/3/US/DINUB3VE6STDFAC2VZ35GN.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.09-20.38.35:693][479]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/3/Z1/J1XJFLPOFLBJRCPMFGF6C5.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.09-20.38.35:693][479]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/4/27/MBLYVKKRPXBTRA7FIYDZJJ.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.09-20.38.35:693][479]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/4/3V/5E7YRRLHOPYOL7E03MPXZX.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.09-20.38.35:693][479]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/4/CK/3U7ZZLZZY4U2JGYD4CD484.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.09-20.38.35:693][479]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/4/CM/ZZ4QMO3QO20LLLWIKB49QY.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.09-20.38.35:693][479]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/4/JP/OEPEEFQ7A0CTPWQWFEJ9PV.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.09-20.38.35:693][479]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/4/JP/IUFBX0244AWDZMZZHDKTKO.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.09-20.38.35:693][479]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/4/U7/26ZHDTM3CBW86ZMVC0MC81.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.09-20.38.35:693][479]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/4/XH/833TP0FSFQQBWAZGJXKH6A.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.09-20.38.35:693][479]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/5/L9/WMO74VATJJT97G0ETQHDV9.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.09-20.38.35:693][479]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/5/ON/R223RRK3MH511F5YGGE4W1.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.09-20.38.35:693][479]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/5/PI/Q9H1B01GIQ3UAILDCXPKFD.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.09-20.38.35:693][479]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/5/SE/IMNTWHEYXWFLFNO0VMZCOH.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.09-20.38.35:693][479]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/6/CV/ZVNWWCCOSQTHJQ00OL87PP.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.09-20.38.35:693][479]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/6/MN/ZRKV9F579IVFLFFQFWCNP1.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.09-20.38.35:693][479]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/6/N5/WGVE0AJGDUHGENADZV58M8.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.09-20.38.35:693][479]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/6/OY/I7W1YSC8BUMH1JML1SHYXU.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.09-20.38.35:693][479]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/6/WR/5KB6IQ3V0QMTIH5VVAM109.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.09-20.38.35:694][479]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/7/2P/WBW9CAOQGGZICLNBCFDJSB.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.09-20.38.35:694][479]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/7/F4/M3J0ZJ0BV28M5Q99SOM48Q.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.09-20.38.35:694][479]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/7/Q1/OIHEIVHOC755KY4AIIXZHW.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.09-20.38.35:694][479]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/7/V1/G2IAL67Q51RDGY0JARYZFC.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.09-20.38.35:694][479]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/8/67/SCIVTASLB1G49QJSTRVO2P.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.09-20.38.35:694][479]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/8/8P/TLD3VX5ZWRDBTWGHZBD6B2.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.09-20.38.35:694][479]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/8/9E/VK298XRD5A11VYGHFC41A9.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.09-20.38.35:694][479]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/8/VM/KITGMOBNCKMQD53U939GKS.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.09-20.38.35:694][479]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/A/5T/8AVXKOA01TLOBAI26Z84M0.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.09-20.38.35:694][479]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/A/8F/UILAR7KZF01SB5K1TYIOQU.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.09-20.38.35:694][479]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/B/EF/AVEFB64683AQF9CJYB93DM.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.09-20.38.35:694][479]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/B/XN/M3T3ZY3QR38M3HXIVWF08Z.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.09-20.38.35:694][479]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/C/UL/XUI40KZY0W19J25ADZ69HZ.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.09-20.38.35:694][479]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/C/V2/79GVO9T8L33D7PL17IOCH8.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.09-20.38.35:694][479]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/D/1C/J2AQ1EOULFDGSSVCOF21IT.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.09-20.38.35:694][479]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/D/AK/1ZC2T0VGQ3SM7U375JQUCB.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.09-20.38.35:694][479]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/E/0N/MJ50OORWK9B5CCTZI745ZN.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.09-20.38.35:694][479]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/E/2T/LW1MREPFXBPLJCYEDJ1QEP.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.09-20.38.35:694][479]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/E/35/J016PIHOM9QMV09QAXSB71.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.09-20.38.35:694][479]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/E/5J/220CT5CUS77FQ1Y0UX22G1.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.09-20.38.35:694][479]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/E/9D/DB7HESC98L3P1C0EXJ9VNN.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.09-20.38.35:694][479]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/E/AJ/7C8JC8FV0F2O6Y16RNPPG5.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.09-20.38.35:694][479]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/E/QA/56OJ68IEIQK6AZD998V9AC.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.09-20.38.35:694][479]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/E/W5/RZKDGOKU0HOUR9XR3OORWP.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.09-20.38.35:694][479]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/F/3O/LQ9LHAPSPR2ZQON593WMVL.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.09-20.38.35:948][479]PIE: Server logged in
[2022.12.09-20.38.35:949][479]PIE: Play in editor total start time 0.884 seconds.
[2022.12.09-20.38.36:776][482]LogSlate: Took 0.000294 seconds to synchronously load lazily loaded font '../../../Engine/Content/Slate/Fonts/Roboto-Regular.ttf' (155K)
[2022.12.09-20.38.40:695][668]LogMeshUtilities: Finished distance field build in 4.1s - 126x126x126 sparse distance field, 1.4Mb total, 0.1Mb always loaded, 38% occupied, 96 triangles, StaticMesh_HLOD0_Instancing_1
[2022.12.09-20.38.42:189][711]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2022.12.09-20.38.42:190][711]LogWorld: BeginTearingDown for /Temp/UEDPIE_0_Untitled_1
[2022.12.09-20.38.42:215][711]LogWorld: UWorld::CleanupWorld for Untitled_1, bSessionEnded=true, bCleanupResources=true
[2022.12.09-20.38.42:217][711]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
[2022.12.09-20.38.42:219][711]LogContentBundle: [Container: Untitled_1] Deleting container.
[2022.12.09-20.38.42:226][711]LogPlayLevel: Display: Shutting down PIE online subsystems
[2022.12.09-20.38.42:231][711]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
[2022.12.09-20.38.45:008][711]LogMeshUtilities: Finished distance field build in 4.3s - 126x126x126 sparse distance field, 1.6Mb total, 0.1Mb always loaded, 43% occupied, 96 triangles, StaticMesh_HLOD0_Instancing_1
[2022.12.09-20.38.45:016][711]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2022.12.09-20.38.45:024][711]LogAudioMixer: FMixerPlatformXAudio2::StopAudioStream() called. InstanceID=2
[2022.12.09-20.38.45:027][711]LogAudioMixer: FMixerPlatformXAudio2::StopAudioStream() called. InstanceID=2
[2022.12.09-20.38.45:060][711]LogUObjectHash: Compacting FUObjectHashTables data took   0.83ms
[2022.12.09-20.38.45:129][712]LogPlayLevel: Display: Destroying online subsystem :Context_1
[2022.12.09-20.38.50:635][983]LogActorFactory: Loading ActorFactory Class /Script/Engine.LevelInstance
[2022.12.09-20.39.08:034][779]LogSlate: Took 0.000839 seconds to synchronously load lazily loaded font '../../../Engine/Content/Slate/Fonts/Roboto-Light.ttf' (167K)
[2022.12.09-20.40.50:726][195]LogStaticMesh: Display: Building static mesh SM_Arrows...
[2022.12.09-20.40.50:783][195]LogStaticMesh: Built static mesh [0.06s] /Game/StarterContent/Blueprints/Assets/SM_Arrows.SM_Arrows
[2022.12.09-20.40.51:076][197]LogActorFactory: Actor Factory attempting to spawn StaticMesh /Game/StarterContent/Blueprints/Assets/SM_Arrows.SM_Arrows
[2022.12.09-20.40.51:076][197]LogActorFactory: Actor Factory attempting to spawn StaticMesh /Game/StarterContent/Blueprints/Assets/SM_Arrows.SM_Arrows
[2022.12.09-20.40.51:079][197]LogActorFactory: Actor Factory spawned StaticMesh /Game/StarterContent/Blueprints/Assets/SM_Arrows.SM_Arrows as actor: StaticMeshActor /Temp/Untitled_1.Untitled_1:PersistentLevel.StaticMeshActor_0
[2022.12.09-20.40.52:819][260]LogActorFactory: Actor Factory attempting to spawn StaticMesh /Game/StarterContent/Blueprints/Assets/SM_Arrows.SM_Arrows
[2022.12.09-20.40.52:819][260]LogActorFactory: Actor Factory attempting to spawn StaticMesh /Game/StarterContent/Blueprints/Assets/SM_Arrows.SM_Arrows
[2022.12.09-20.40.52:826][260]LogActorFactory: Actor Factory spawned StaticMesh /Game/StarterContent/Blueprints/Assets/SM_Arrows.SM_Arrows as actor: StaticMeshActor /Temp/Untitled_1.Untitled_1:PersistentLevel.StaticMeshActor_UAID_489EBD11B91B785101_2022902815
[2022.12.09-20.40.54:917][328]LogMeshUtilities: Finished distance field build in 4.1s - 126x119x126 sparse distance field, 1.5Mb total, 0.1Mb always loaded, 43% occupied, 1726 triangles, SM_Arrows
[2022.12.09-20.40.56:412][367]LogShaderCompilers: Display: ================================================
[2022.12.09-20.40.56:412][367]LogShaderCompilers: Display: === FShaderJobCache stats ===
[2022.12.09-20.40.56:412][367]LogShaderCompilers: Display: Total job queries 1277, among them cache hits 9 (0.70%)
[2022.12.09-20.40.56:412][367]LogShaderCompilers: Display: Tracking 1263 distinct input hashes that result in 790 distinct outputs (62.55%)
[2022.12.09-20.40.56:412][367]LogShaderCompilers: Display: RAM used: 6.80 MB (0.01 GB) of 819.20 MB (0.80 GB) budget. Usage: 0.83%
[2022.12.09-20.40.56:412][367]LogShaderCompilers: Display: === Shader Compilation stats ===
[2022.12.09-20.40.56:412][367]LogShaderCompilers: Display: Shaders Compiled: 1263
[2022.12.09-20.40.56:412][367]LogShaderCompilers: Display: Jobs assigned 1267, completed 1263 (99.68%)
[2022.12.09-20.40.56:412][367]LogShaderCompilers: Display: Average time worker was idle: 115.25 s
[2022.12.09-20.40.56:412][367]LogShaderCompilers: Display: Time job spent in pending queue: average 0.14 s, longest 8.63 s
[2022.12.09-20.40.56:412][367]LogShaderCompilers: Display: Job execution time: average 285.22 s, max 615.04 s
[2022.12.09-20.40.56:412][367]LogShaderCompilers: Display: Job life time (pending + execution): average 285.36 s, max 615.34
[2022.12.09-20.40.56:412][367]LogShaderCompilers: Display: Time at least one job was in flight (either pending or executed): 734.90 s
[2022.12.09-20.40.56:412][367]LogShaderCompilers: Display: Jobs were issued in 172 batches (37 local, 135 distributed), average 7.37 jobs/batch (2.46 jobs/local batch. 8.71 jobs/distributed batch)
[2022.12.09-20.40.56:413][367]LogShaderCompilers: Display: Average processing rate: 1.72 jobs/sec
[2022.12.09-20.40.56:413][367]LogShaderCompilers: Display: Total thread time: 812.89 s
[2022.12.09-20.40.56:413][367]LogShaderCompilers: Display: Total thread preprocess time: 50.91 s
[2022.12.09-20.40.56:413][367]LogShaderCompilers: Display: Percentage time preprocessing: 6.26%
[2022.12.09-20.40.56:413][367]LogShaderCompilers: Display: Effective parallelization: 1.11 (times faster than compiling all shaders on one thread). Distributed compilation was used.
[2022.12.09-20.40.56:413][367]LogShaderCompilers: Display: Top 5 most expensive shader types by average time:
[2022.12.09-20.40.56:413][367]LogShaderCompilers: Display:                                   FCloudRenderViewPS111false (compiled    1 times, average 2.49 sec, max 2.49 sec, min 2.49 sec)
[2022.12.09-20.40.56:413][367]LogShaderCompilers: Display:                           FRenderVolumetricCloudRenderViewCS (compiled   17 times, average 2.41 sec, max 7.26 sec, min 1.00 sec)
[2022.12.09-20.40.56:413][367]LogShaderCompilers: Display:                                   FCloudRenderViewPS110false (compiled    1 times, average 2.24 sec, max 2.24 sec, min 2.24 sec)
[2022.12.09-20.40.56:413][367]LogShaderCompilers: Display:                                   FCloudRenderViewPS011false (compiled    1 times, average 1.64 sec, max 1.64 sec, min 1.64 sec)
[2022.12.09-20.40.56:413][367]LogShaderCompilers: Display:                                 TBasePassPSFNoLightMapPolicy (compiled   34 times, average 1.55 sec, max 9.42 sec, min 0.45 sec)
[2022.12.09-20.40.56:413][367]LogShaderCompilers: Display: Top 5 shader types by total compile time:
[2022.12.09-20.40.56:413][367]LogShaderCompilers: Display:   FLumenDirectLightingNonRayTracedShadowsWithLightFunctionCS - 7.55% of total time (compiled  120 times, average 0.51 sec, max 0.65 sec, min 0.40 sec)
[2022.12.09-20.40.56:413][367]LogShaderCompilers: Display:                                 TBasePassPSFNoLightMapPolicy - 6.47% of total time (compiled   34 times, average 1.55 sec, max 9.42 sec, min 0.45 sec)
[2022.12.09-20.40.56:413][367]LogShaderCompilers: Display:                                 TBasePassVSFNoLightMapPolicy - 5.22% of total time (compiled   33 times, average 1.29 sec, max 8.44 sec, min 0.36 sec)
[2022.12.09-20.40.56:413][367]LogShaderCompilers: Display:                           FRenderVolumetricCloudRenderViewCS - 5.04% of total time (compiled   17 times, average 2.41 sec, max 7.26 sec, min 1.00 sec)
[2022.12.09-20.40.56:413][367]LogShaderCompilers: Display:                                        FMicropolyRasterizeCS - 5.00% of total time (compiled   56 times, average 0.73 sec, max 1.15 sec, min 0.43 sec)
[2022.12.09-20.40.56:413][367]LogShaderCompilers: Display: ================================================
[2022.12.09-20.41.17:425][230]Cmd: DELETE
[2022.12.09-20.41.17:425][230]Cmd: ACTOR DELETE
[2022.12.09-20.41.17:448][230]LogEditorActor: Deleted Actor: StaticMeshActor
[2022.12.09-20.41.17:467][230]LogUObjectHash: Compacting FUObjectHashTables data took   0.74ms
[2022.12.09-20.41.17:469][230]LogEditorActor: Deleted 1 Actors (0.030 secs)
[2022.12.09-20.54.33:450][446]LogEditorClassViewer: Warning: Class /Script/InteractiveToolsFramework.GizmoActor has parent /Script/InteractiveToolsFramework.InternalToolFrameworkActor, but this parent is not found. The Class will not be shown in ClassViewer.
[2022.12.09-20.54.33:451][446]LogEditorClassViewer: Warning: Class /Script/ModelingComponents.PreviewGeometryActor has parent /Script/InteractiveToolsFramework.InternalToolFrameworkActor, but this parent is not found. The Class will not be shown in ClassViewer.
[2022.12.09-20.54.33:451][446]LogEditorClassViewer: Warning: Class /Script/ModelingComponents.PreviewMeshActor has parent /Script/InteractiveToolsFramework.InternalToolFrameworkActor, but this parent is not found. The Class will not be shown in ClassViewer.
[2022.12.09-20.54.34:915][446]LogSlate: Window 'Pick Parent Class' being destroyed
[2022.12.09-20.54.34:926][446]LogContentBrowser: Deferred new asset file creation: NewBlueprint
[2022.12.09-20.54.34:931][446]LogContentBrowser: Creating deferred item: NewBlueprint
[2022.12.09-20.54.34:962][448]LogContentBrowser: Renaming the item being created (Deferred Item: NewBlueprint).
[2022.12.09-20.54.40:629][712]LogContentBrowser: Attempting asset rename: NewBlueprint -> MyCharacter
[2022.12.09-20.54.40:663][712]LogContentBrowser: End creating deferred item NewBlueprint
[2022.12.09-20.54.42:525][796]LogAssetEditorSubsystem: Opening Asset editor for Blueprint /Game/Character/MyCharacter.MyCharacter
[2022.12.09-20.54.42:527][796]LogChaos: FPhysicsSolverBase::AsyncDt:-1.000000
[2022.12.09-20.54.44:135][796]LogViewport: Scene viewport resized to 1139x815, mode Windowed.
[2022.12.09-20.55.17:353][618]LogShaderCompilers: Display: ================================================
[2022.12.09-20.55.17:353][618]LogShaderCompilers: Display: === FShaderJobCache stats ===
[2022.12.09-20.55.17:353][618]LogShaderCompilers: Display: Total job queries 1281, among them cache hits 9 (0.70%)
[2022.12.09-20.55.17:353][618]LogShaderCompilers: Display: Tracking 1269 distinct input hashes that result in 791 distinct outputs (62.33%)
[2022.12.09-20.55.17:353][618]LogShaderCompilers: Display: RAM used: 6.83 MB (0.01 GB) of 819.20 MB (0.80 GB) budget. Usage: 0.83%
[2022.12.09-20.55.17:353][618]LogShaderCompilers: Display: === Shader Compilation stats ===
[2022.12.09-20.55.17:353][618]LogShaderCompilers: Display: Shaders Compiled: 1269
[2022.12.09-20.55.17:353][618]LogShaderCompilers: Display: Jobs assigned 1272, completed 1269 (99.76%)
[2022.12.09-20.55.17:353][618]LogShaderCompilers: Display: Average time worker was idle: 192.55 s
[2022.12.09-20.55.17:353][618]LogShaderCompilers: Display: Time job spent in pending queue: average 0.14 s, longest 8.63 s
[2022.12.09-20.55.17:353][618]LogShaderCompilers: Display: Job execution time: average 283.89 s, max 615.04 s
[2022.12.09-20.55.17:353][618]LogShaderCompilers: Display: Job life time (pending + execution): average 284.03 s, max 615.34
[2022.12.09-20.55.17:354][618]LogShaderCompilers: Display: Time at least one job was in flight (either pending or executed): 737.64 s
[2022.12.09-20.55.17:354][618]LogShaderCompilers: Display: Jobs were issued in 177 batches (42 local, 135 distributed), average 7.19 jobs/batch (2.29 jobs/local batch. 8.71 jobs/distributed batch)
[2022.12.09-20.55.17:354][618]LogShaderCompilers: Display: Average processing rate: 1.72 jobs/sec
